Transaction_ID,User_ID,Transaction_Amount,Transaction_Type,Timestamp,Account_Balance,Device_Type,Location,Merchant_Category,IP_Address_Flag,Previous_Fraudulent_Activity,Daily_Transaction_Count,Avg_Transaction_Amount_7d,Failed_Transaction_Count_7d,Card_Type,Card_Age,Transaction_Distance,Authentication_Method,Risk_Score,Is_Weekend,Fraud_Label
TXN_43106,USER_2848,367.5,POS,2023-04-11 07:11:00,14640.09,Laptop,Mumbai,Electronics,0.0,0.0,4.0,397.58,0.0,Amex,136.0,292.36,PIN,0.643,0.0,0.0
TXN_38695,USER_6860,50.44,ATM Withdrawal,2023-08-06 08:22:00,19962.22,Laptop,London,Travel,0.0,0.0,14.0,278.55,1.0,Discover,131.0,3993.62,PIN,0.4582,0.0,0.0
TXN_6188,USER_6728,55.5,ATM Withdrawal,2023-07-20 03:10:00,89664.63,Laptop,London,Groceries,0.0,0.0,6.0,483.58,4.0,Discover,192.0,3721.54,OTP,0.5837,0.0,1.0
TXN_1414,USER_6655,54.09,Bank Transfer,2023-11-17 20:13:00,51287.15,Mobile,Sydney,Electronics,0.0,0.0,11.0,152.63,2.0,Amex,91.0,1061.27,PIN,0.1454,0.0,0.0
TXN_18471,USER_7651,9.66,,2023-06-20 17:15:00,12420.17,Tablet,New York,Electronics,0.0,0.0,6.0,173.97,0.0,Mastercard,5.0,762.21,OTP,0.0793,1.0,0.0
TXN_29282,USER_1248,64.78,POS,2023-07-03 09:20:00,23487.76,Laptop,Mumbai,Restaurants,0.0,0.0,1.0,17.85,2.0,Amex,3.0,3378.44,Password,0.2245,0.0,0.0
TXN_15177,USER_9349,37.11,POS,2023-12-21 08:48:00,92977.91,Tablet,Sydney,Electronics,0.0,0.0,12.0,457.42,3.0,Visa,135.0,395.36,Biometric,0.1136,1.0,0.0
TXN_34304,USER_9413,1.58,Bank Transfer,2023-04-08 09:13:00,63076.36,Laptop,New York,Clothing,0.0,0.0,13.0,309.49,,Amex,47.0,2074.77,Biometric,0.3433,0.0,0.0
TXN_12609,USER_5861,178.56,POS,2023-08-16 10:01:00,62359.52,Tablet,Tokyo,Groceries,0.0,0.0,,491.21,4.0,Visa,29.0,2159.31,Password,0.444,1.0,1.0
TXN_12144,USER_5939,19.37,Bank Transfer,2023-04-29 04:34:00,34416.01,Tablet,London,Travel,0.0,0.0,9.0,163.5,3.0,Discover,129.0,4436.61,PIN,0.2924,0.0,0.0
TXN_6113,USER_5566,22.02,ATM Withdrawal,2023-12-28 04:45:00,,Mobile,Sydney,Electronics,0.0,0.0,13.0,179.73,3.0,Visa,204.0,633.99,PIN,0.1305,1.0,0.0
TXN_15908,USER_4615,203.97,ATM Withdrawal,2023-06-18 23:36:00,73616.91,Mobile,New York,Restaurants,1.0,0.0,4.0,482.2,4.0,Mastercard,173.0,4723.22,Password,,1.0,1.0
TXN_821,USER_3832,55.35,POS,2023-05-11 16:15:00,88292.27,Tablet,Sydney,Electronics,,0.0,12.0,283.43,0.0,Visa,80.0,625.67,PIN,0.7883,1.0,0.0
TXN_15118,USER_9751,17.17,ATM Withdrawal,2023-11-25 07:35:00,71983.33,Mobile,Sydney,Electronics,0.0,0.0,2.0,36.46,2.0,Mastercard,165.0,3402.37,PIN,0.0233,0.0,0.0
TXN_13466,USER_9775,72.33,ATM Withdrawal,2023-08-14 21:55:00,,Mobile,Sydney,Clothing,0.0,0.0,3.0,233.6,4.0,Discover,120.0,3956.54,Password,0.408,1.0,1.0
TXN_26497,USER_6725,188.75,,2023-07-16 07:49:00,58078.66,Mobile,Sydney,Travel,0.0,1.0,4.0,495.1,0.0,Amex,85.0,3935.53,Password,0.1379,0.0,0.0
TXN_42111,USER_3085,2.61,Bank Transfer,2023-01-11 00:41:00,51803.62,Tablet,Tokyo,Groceries,0.0,0.0,1.0,382.67,2.0,Visa,86.0,4963.49,Biometric,0.5355,0.0,0.0
TXN_30188,USER_7987,195.76,Online,2023-11-28 19:13:00,85000.68,Tablet,Mumbai,Travel,0.0,1.0,14.0,226.9,1.0,Mastercard,65.0,4045.87,PIN,0.2553,1.0,0.0
TXN_37237,USER_1116,8.06,ATM Withdrawal,2023-07-09 22:27:00,38155.13,Laptop,Sydney,Travel,0.0,0.0,9.0,298.73,4.0,Mastercard,232.0,1819.59,Password,0.4784,0.0,1.0
TXN_33109,USER_8088,73.34,Bank Transfer,2023-04-20 13:18:00,72060.59,Laptop,London,Clothing,0.0,0.0,,434.91,2.0,Visa,92.0,4779.55,Biometric,0.4097,0.0,0.0
TXN_36480,USER_4147,9.82,Bank Transfer,2023-11-08 14:12:00,39996.92,Mobile,Sydney,Electronics,0.0,0.0,13.0,42.42,2.0,Discover,152.0,2772.48,Password,0.9658,0.0,1.0
TXN_24148,USER_7419,197.21,Online,2023-04-29 17:19:00,32472.3,Laptop,Sydney,Electronics,0.0,0.0,14.0,268.08,0.0,Visa,225.0,1947.0,PIN,0.8843,0.0,
TXN_5503,USER_7666,56.45,ATM Withdrawal,2023-08-22 00:16:00,1525.05,Mobile,Mumbai,Restaurants,0.0,0.0,8.0,277.53,3.0,Amex,103.0,1031.7,,0.6745,0.0,0.0
TXN_3918,USER_5135,0.32,Online,2023-11-18 02:35:00,,Mobile,Sydney,Electronics,0.0,0.0,11.0,66.4,1.0,Amex,38.0,1548.07,OTP,0.5475,1.0,0.0
TXN_38478,USER_8041,63.83,POS,2023-04-24 20:18:00,75526.24,Laptop,,Restaurants,0.0,0.0,14.0,69.19,1.0,Visa,45.0,3878.08,Biometric,0.6558,0.0,0.0
TXN_21123,USER_2155,147.71,POS,2023-04-11 16:20:00,40660.04,Laptop,Sydney,Restaurants,0.0,0.0,5.0,191.11,2.0,Mastercard,20.0,3055.68,OTP,0.1327,0.0,0.0
TXN_49717,USER_5843,127.57,ATM Withdrawal,2023-04-12 10:16:00,43073.71,Laptop,London,Travel,0.0,0.0,7.0,139.86,0.0,Visa,228.0,3424.04,OTP,0.7918,1.0,0.0
TXN_42294,USER_2756,15.24,POS,2023-12-07 08:06:00,61396.94,Tablet,Mumbai,Travel,0.0,0.0,9.0,198.16,2.0,Amex,195.0,840.45,PIN,0.5575,0.0,0.0
TXN_47609,USER_4265,80.4,POS,2023-01-18 06:08:00,60394.4,Laptop,New York,Travel,0.0,0.0,10.0,292.42,4.0,Mastercard,95.0,4530.61,Biometric,0.8746,0.0,1.0
TXN_11076,USER_7471,3.13,POS,2023-04-27 06:32:00,34717.05,Tablet,Mumbai,Restaurants,0.0,0.0,8.0,266.86,2.0,Amex,87.0,2351.65,Biometric,0.4547,0.0,0.0
TXN_41514,USER_8456,9.53,Online,2023-08-18 15:21:00,60125.25,Mobile,Tokyo,Groceries,0.0,0.0,,389.23,0.0,Amex,206.0,3951.42,PIN,0.3199,1.0,0.0
TXN_22062,USER_5964,24.73,Bank Transfer,2023-07-22 00:15:00,26301.84,Tablet,New York,Clothing,0.0,1.0,2.0,181.3,2.0,Amex,162.0,1199.1,Biometric,0.8063,1.0,0.0
TXN_9413,USER_8631,138.21,POS,2023-12-24 09:13:00,38278.34,Tablet,New York,Electronics,0.0,0.0,2.0,424.38,1.0,Mastercard,158.0,4183.86,PIN,0.703,0.0,0.0
TXN_38340,USER_3125,39.63,Bank Transfer,2023-04-25 12:12:00,8549.08,Mobile,Tokyo,Travel,0.0,0.0,13.0,329.74,4.0,Visa,17.0,4940.9,Password,0.5676,0.0,1.0
TXN_30263,USER_8150,11.77,ATM Withdrawal,2023-11-10 20:46:00,42891.23,Mobile,London,Groceries,0.0,1.0,5.0,434.42,4.0,Discover,106.0,1296.27,Biometric,0.7972,1.0,1.0
TXN_41252,USER_8968,129.22,Bank Transfer,2023-05-18 18:25:00,19305.37,Mobile,London,Clothing,0.0,0.0,13.0,368.53,3.0,,44.0,665.43,PIN,0.7823,0.0,0.0
TXN_14644,USER_6129,13.36,Bank Transfer,2023-07-13 16:27:00,12122.23,Tablet,New York,Groceries,0.0,0.0,6.0,363.3,0.0,,159.0,142.32,PIN,0.8096,0.0,0.0
TXN_26335,USER_6910,272.93,POS,2023-03-10 02:01:00,34981.69,Mobile,London,Groceries,0.0,0.0,4.0,128.02,3.0,Mastercard,121.0,4510.4,Biometric,0.3406,0.0,0.0
TXN_28102,USER_6333,23.69,POS,2023-02-16 03:22:00,24626.76,Mobile,Tokyo,Restaurants,0.0,0.0,,23.77,2.0,Amex,25.0,2506.35,Biometric,0.6866,0.0,0.0
TXN_17523,USER_4369,70.81,ATM Withdrawal,2023-10-08 19:40:00,99005.13,Tablet,Mumbai,Electronics,0.0,0.0,3.0,362.81,3.0,Visa,211.0,3089.62,Biometric,0.5454,1.0,0.0
TXN_24712,USER_5004,22.63,Bank Transfer,2023-05-07 04:16:00,85873.02,Mobile,New York,Groceries,0.0,0.0,3.0,282.11,3.0,Discover,163.0,817.02,OTP,0.3183,1.0,
TXN_40485,USER_1299,92.27,ATM Withdrawal,2023-08-31 05:34:00,69161.25,Mobile,Mumbai,Travel,0.0,0.0,14.0,296.52,4.0,Mastercard,185.0,4627.43,Password,0.9537,0.0,1.0
TXN_3850,,112.72,ATM Withdrawal,2023-02-24 10:48:00,85678.68,Tablet,London,Clothing,0.0,0.0,5.0,403.13,3.0,Discover,64.0,229.77,Biometric,0.1398,0.0,0.0
TXN_40040,USER_4320,213.77,ATM Withdrawal,2023-09-12 12:46:00,44775.66,Mobile,Mumbai,Clothing,0.0,0.0,11.0,449.66,2.0,Amex,179.0,3352.98,Password,0.1848,1.0,
TXN_15267,USER_7970,3.06,Bank Transfer,2023-03-14 18:56:00,75650.51,Laptop,Sydney,Electronics,0.0,0.0,3.0,391.4,0.0,Discover,62.0,1855.93,OTP,0.0077,0.0,0.0
TXN_49146,USER_7335,308.73,Bank Transfer,2023-07-18 22:17:00,841.65,Mobile,Mumbai,Clothing,,0.0,9.0,184.97,3.0,Amex,51.0,4722.91,Biometric,0.6362,0.0,0.0
TXN_30001,USER_1353,18.98,Online,2023-04-27 10:23:00,96821.71,Tablet,Sydney,Clothing,0.0,,5.0,286.61,1.0,Discover,202.0,1607.61,OTP,0.9372,0.0,1.0
TXN_45926,USER_7190,38.1,Online,2023-06-08 07:01:00,80339.18,Tablet,Mumbai,Restaurants,0.0,0.0,4.0,376.23,0.0,Visa,209.0,2141.19,Password,0.7429,0.0,0.0
TXN_43824,USER_9641,69.78,POS,2023-04-15 02:12:00,84572.25,,New York,Restaurants,1.0,0.0,5.0,278.72,1.0,Visa,143.0,3623.95,OTP,0.9892,1.0,1.0
TXN_17240,USER_7599,29.6,ATM Withdrawal,2023-01-07 17:23:00,91272.39,Mobile,London,Groceries,0.0,1.0,5.0,423.67,3.0,Amex,132.0,3869.54,Biometric,0.4975,0.0,0.0
TXN_4892,USER_1490,231.0,POS,2023-04-21 10:33:00,50228.86,Tablet,London,Restaurants,0.0,0.0,11.0,261.18,2.0,Mastercard,11.0,736.9,Biometric,0.8829,0.0,1.0
TXN_725,USER_9717,24.48,POS,2023-07-26 12:48:00,89578.63,Mobile,Mumbai,Electronics,0.0,0.0,10.0,380.6,2.0,Mastercard,223.0,2541.13,Biometric,0.319,0.0,0.0
TXN_22949,USER_3789,237.11,POS,2023-04-09 09:26:00,38531.58,Mobile,Sydney,Electronics,0.0,,5.0,397.31,2.0,Discover,8.0,7.01,PIN,0.7501,1.0,0.0
TXN_34657,USER_3467,306.6,POS,2023-11-07 20:48:00,66429.56,Laptop,Mumbai,Groceries,0.0,0.0,13.0,130.04,0.0,Discover,108.0,1700.82,Biometric,0.4144,1.0,0.0
TXN_37213,USER_1329,29.72,POS,2023-11-24 10:43:00,88648.99,,London,Groceries,0.0,0.0,3.0,54.98,2.0,Mastercard,55.0,2254.22,OTP,0.4566,0.0,0.0
TXN_20304,USER_4932,124.88,Online,2023-10-06 08:29:00,72517.85,,Sydney,Electronics,0.0,0.0,4.0,459.11,1.0,Mastercard,93.0,1379.33,Password,0.6091,0.0,0.0
TXN_15269,USER_5318,27.92,Bank Transfer,2023-11-14 02:39:00,77140.55,Mobile,Tokyo,Clothing,0.0,0.0,3.0,464.6,0.0,Discover,105.0,3061.09,Password,0.1976,0.0,0.0
TXN_22367,USER_7101,34.39,Online,2023-12-31 06:09:00,44749.59,Mobile,London,Groceries,0.0,0.0,10.0,342.54,3.0,Amex,,3093.97,OTP,0.673,0.0,0.0
TXN_42684,USER_7646,95.05,,2023-04-04 22:56:00,83198.66,Mobile,London,Restaurants,0.0,0.0,10.0,37.39,1.0,Amex,151.0,1498.03,Password,0.3344,0.0,0.0
TXN_46734,USER_8482,31.7,,2023-05-20 13:52:00,82964.35,Laptop,Sydney,Clothing,0.0,0.0,11.0,338.59,2.0,Visa,103.0,4265.72,PIN,0.0055,0.0,0.0
TXN_11732,USER_6828,191.97,Online,,67585.77,Tablet,Mumbai,Clothing,0.0,0.0,13.0,302.64,3.0,Mastercard,41.0,4856.51,PIN,0.0958,0.0,0.0
TXN_18619,USER_3415,44.07,Bank Transfer,2023-08-03 19:10:00,11918.09,Mobile,Mumbai,Groceries,0.0,0.0,11.0,,3.0,Visa,231.0,13.98,Password,0.3889,0.0,0.0
TXN_48492,USER_1296,25.38,ATM Withdrawal,2023-12-10 06:24:00,48704.75,Tablet,Sydney,Clothing,1.0,0.0,7.0,115.09,3.0,Mastercard,168.0,3408.27,PIN,0.3222,0.0,0.0
TXN_26803,USER_8825,394.62,ATM Withdrawal,2023-11-12 01:51:00,71321.68,Mobile,,Restaurants,0.0,0.0,7.0,316.12,0.0,Discover,68.0,2684.63,Password,0.6492,0.0,0.0
TXN_44305,USER_2051,63.37,POS,2023-07-16 12:59:00,47665.1,Mobile,London,Groceries,0.0,0.0,4.0,109.07,2.0,Discover,20.0,3572.45,Password,0.2708,0.0,0.0
TXN_47522,USER_9409,16.97,POS,2023-08-19 11:56:00,52165.88,Mobile,New York,Electronics,0.0,0.0,10.0,319.69,0.0,Visa,103.0,4184.27,Biometric,0.7169,0.0,0.0
TXN_32207,USER_5520,363.86,POS,2023-09-28 03:41:00,90037.97,Laptop,London,Electronics,0.0,1.0,10.0,24.57,,Discover,140.0,4614.29,Password,0.2718,1.0,0.0
TXN_2530,USER_2517,106.2,Bank Transfer,2023-08-18 05:12:00,31890.74,Laptop,London,Electronics,0.0,0.0,6.0,418.15,3.0,Visa,94.0,1352.51,Password,0.2693,0.0,0.0
TXN_17746,USER_2084,70.42,Bank Transfer,2023-08-14 04:36:00,21248.8,Laptop,Mumbai,Travel,0.0,0.0,1.0,377.0,1.0,Discover,15.0,1571.39,Biometric,0.8499,0.0,0.0
TXN_8270,USER_5180,21.33,ATM Withdrawal,2023-06-24 01:10:00,96219.67,Tablet,New York,Clothing,0.0,0.0,2.0,159.98,0.0,Discover,77.0,1837.58,Biometric,0.1647,1.0,0.0
TXN_15079,USER_6874,64.23,Bank Transfer,2023-04-05 19:36:00,67088.03,Laptop,Sydney,Clothing,0.0,0.0,14.0,324.54,0.0,Mastercard,38.0,3717.63,PIN,0.1274,0.0,0.0
TXN_13624,USER_3288,298.9,POS,2023-08-30 05:30:00,55658.79,Tablet,Sydney,Travel,0.0,,14.0,60.8,1.0,Mastercard,42.0,2015.46,OTP,0.9441,0.0,1.0
TXN_30638,USER_2399,173.68,POS,2023-06-17 10:53:00,50940.03,Mobile,London,Groceries,0.0,0.0,10.0,282.28,4.0,Discover,71.0,146.07,Biometric,0.7388,0.0,1.0
TXN_30440,USER_3739,126.92,Online,2023-11-03 06:28:00,85516.43,Tablet,Tokyo,Travel,0.0,0.0,,373.92,4.0,Discover,201.0,4787.71,PIN,0.3925,0.0,1.0
TXN_36056,USER_5231,40.64,ATM Withdrawal,,76016.81,Mobile,London,Electronics,0.0,0.0,5.0,359.54,1.0,Amex,128.0,620.67,PIN,0.6901,0.0,0.0
TXN_42651,USER_1970,12.87,Online,2023-08-05 04:14:00,51260.5,Tablet,New York,Clothing,0.0,0.0,1.0,230.41,2.0,Discover,235.0,1729.86,Password,0.4653,1.0,0.0
TXN_36803,USER_1362,3.1,Bank Transfer,2023-03-30 12:02:00,76141.76,Mobile,New York,Travel,0.0,0.0,10.0,204.59,4.0,Visa,,2958.68,PIN,0.7693,0.0,1.0
TXN_48224,USER_7002,31.27,Online,2023-05-28 21:51:00,6814.33,Tablet,New York,Clothing,0.0,0.0,5.0,449.24,2.0,Amex,122.0,8.34,,0.737,1.0,0.0
TXN_29226,USER_6333,77.02,ATM Withdrawal,2023-04-11 04:53:00,35240.55,Tablet,Mumbai,Travel,0.0,0.0,10.0,232.91,0.0,Discover,194.0,3686.61,OTP,0.4556,0.0,0.0
TXN_5633,USER_2927,9.21,Bank Transfer,2023-05-07 01:01:00,29122.14,Mobile,Sydney,Restaurants,0.0,0.0,3.0,58.34,2.0,Visa,167.0,307.19,OTP,0.4958,0.0,0.0
TXN_5987,USER_4250,24.95,POS,2023-10-03 07:09:00,40716.69,Laptop,London,Clothing,0.0,0.0,1.0,57.26,1.0,Mastercard,70.0,1674.43,OTP,0.3064,1.0,0.0
TXN_48063,USER_1586,48.03,Bank Transfer,2023-03-18 07:20:00,64769.27,Laptop,Mumbai,Clothing,0.0,0.0,5.0,495.11,1.0,Mastercard,12.0,417.64,Password,0.1824,0.0,0.0
TXN_1812,USER_9555,31.32,ATM Withdrawal,2023-12-27 23:35:00,11082.48,Tablet,London,Travel,0.0,0.0,11.0,68.46,3.0,Visa,31.0,2672.02,PIN,0.491,1.0,0.0
TXN_27578,USER_9814,60.8,Online,2023-05-25 08:46:00,48076.05,Mobile,Mumbai,Restaurants,0.0,0.0,1.0,130.51,1.0,Mastercard,74.0,1388.4,Password,0.3993,1.0,0.0
TXN_16823,USER_9781,98.82,Bank Transfer,2023-01-14 14:07:00,20800.69,Tablet,New York,Restaurants,,0.0,10.0,440.03,0.0,Discover,151.0,743.79,Password,0.1682,0.0,0.0
TXN_3928,USER_5143,32.32,POS,2023-12-25 22:20:00,35239.44,Tablet,London,Groceries,0.0,0.0,12.0,260.55,1.0,Amex,93.0,2716.25,OTP,0.69,0.0,0.0
TXN_37286,USER_6868,174.45,POS,2023-12-18 16:19:00,73618.23,Mobile,Sydney,Clothing,0.0,0.0,9.0,386.62,3.0,Amex,207.0,4996.91,OTP,0.4651,1.0,0.0
TXN_25045,USER_8955,109.35,POS,2023-04-04 15:05:00,42365.28,Mobile,London,Restaurants,0.0,0.0,4.0,355.47,1.0,Discover,103.0,3099.26,Biometric,0.389,0.0,0.0
TXN_15727,USER_9104,22.51,ATM Withdrawal,2023-05-12 15:42:00,1651.62,Tablet,London,,0.0,0.0,2.0,470.64,0.0,Amex,23.0,205.3,Biometric,0.4306,1.0,0.0
TXN_29600,USER_3053,35.93,ATM Withdrawal,2023-09-06 22:45:00,83856.0,Laptop,Tokyo,Electronics,0.0,1.0,7.0,233.36,2.0,Amex,167.0,1550.67,PIN,0.6015,0.0,0.0
TXN_10430,USER_4414,282.59,Bank Transfer,2023-09-04 16:01:00,62888.38,Tablet,New York,Electronics,0.0,1.0,2.0,105.64,0.0,Discover,104.0,1603.64,Password,0.8951,0.0,1.0
TXN_25768,USER_2530,263.8,ATM Withdrawal,2023-10-10 03:48:00,94812.91,Tablet,Tokyo,Clothing,0.0,0.0,3.0,476.31,2.0,Visa,139.0,1300.58,OTP,0.8601,0.0,1.0
TXN_29103,USER_5978,58.79,POS,2023-03-15 22:49:00,81359.53,Mobile,London,Groceries,0.0,0.0,8.0,373.39,0.0,Discover,91.0,2367.83,PIN,0.2124,1.0,
TXN_36537,USER_7333,124.74,Bank Transfer,2023-05-21 14:40:00,61520.85,Tablet,Mumbai,Travel,1.0,0.0,13.0,293.03,1.0,Mastercard,196.0,2379.56,Password,0.4269,0.0,0.0
TXN_39328,USER_7982,,POS,2023-11-09 05:58:00,13124.53,Tablet,Sydney,Restaurants,0.0,0.0,1.0,131.59,1.0,Mastercard,79.0,2898.69,Biometric,0.9879,1.0,1.0
TXN_35539,USER_1081,4.97,ATM Withdrawal,,19504.57,Tablet,Mumbai,Clothing,0.0,0.0,8.0,394.36,3.0,Mastercard,205.0,3639.03,Password,0.3491,0.0,0.0
TXN_28075,USER_8172,50.4,Bank Transfer,2023-12-04 08:41:00,70996.25,Mobile,London,Electronics,0.0,0.0,14.0,84.89,,Amex,74.0,1043.77,Password,0.5126,0.0,0.0
TXN_17840,USER_8784,180.62,ATM Withdrawal,2023-07-05 08:50:00,53345.96,Tablet,Sydney,Travel,0.0,0.0,4.0,47.79,2.0,Discover,90.0,3326.17,Password,0.6589,0.0,0.0
TXN_27802,USER_1446,140.6,ATM Withdrawal,2023-09-26 17:13:00,13935.49,Tablet,Sydney,Clothing,0.0,0.0,9.0,227.36,1.0,Mastercard,200.0,2864.87,PIN,0.7153,0.0,0.0
TXN_7682,USER_5144,231.35,ATM Withdrawal,2023-09-11 11:35:00,92933.91,Laptop,Tokyo,Groceries,0.0,0.0,8.0,478.76,1.0,Visa,34.0,2273.51,Password,0.1123,1.0,0.0
TXN_24279,USER_6056,212.22,POS,2023-12-27 20:03:00,6753.07,Mobile,Sydney,Travel,0.0,0.0,4.0,107.26,4.0,Discover,179.0,1046.9,Biometric,0.4688,0.0,1.0
,USER_5047,147.84,POS,2023-11-08 16:16:00,46527.47,Tablet,Sydney,Travel,0.0,0.0,1.0,131.17,3.0,Visa,148.0,4908.34,PIN,0.6642,0.0,0.0
TXN_35557,USER_2545,158.85,Bank Transfer,2023-07-30 12:24:00,11813.99,Tablet,New York,Travel,0.0,0.0,14.0,465.49,1.0,Amex,79.0,2653.12,Password,,0.0,0.0
TXN_37189,USER_1455,4.43,Bank Transfer,2023-04-01 08:34:00,18905.83,,New York,Restaurants,0.0,0.0,9.0,292.94,3.0,Mastercard,18.0,2594.13,Password,0.4432,1.0,0.0
TXN_47149,USER_5937,85.45,ATM Withdrawal,2023-09-09 10:02:00,41767.46,Mobile,Sydney,Groceries,0.0,0.0,14.0,228.01,0.0,,92.0,4570.28,OTP,0.3784,0.0,0.0
TXN_46915,USER_1555,99.32,Online,2023-03-30 03:14:00,29329.35,Tablet,London,Clothing,0.0,0.0,10.0,34.74,4.0,Visa,167.0,3368.55,Biometric,0.1655,,1.0
TXN_9801,USER_7021,87.29,Bank Transfer,2023-09-06 23:14:00,82933.42,Tablet,Sydney,Travel,0.0,1.0,2.0,270.04,0.0,Amex,115.0,4233.75,OTP,0.1413,1.0,0.0
TXN_38800,,229.0,Online,2023-07-18 16:47:00,20413.24,Tablet,Sydney,Restaurants,0.0,0.0,5.0,492.31,2.0,Visa,107.0,4659.45,Biometric,0.3067,0.0,0.0
TXN_24669,USER_4575,22.4,POS,2023-12-18 00:16:00,87085.89,Laptop,Tokyo,Electronics,0.0,0.0,9.0,258.53,1.0,Mastercard,78.0,3264.92,PIN,0.1453,1.0,0.0
TXN_44233,USER_7422,263.59,Online,2023-12-11 22:48:00,98730.52,Laptop,New York,Groceries,0.0,1.0,4.0,79.03,1.0,Mastercard,157.0,4134.17,,0.3619,0.0,0.0
TXN_31919,USER_7275,425.97,POS,2023-12-28 17:35:00,14127.88,Mobile,London,Clothing,0.0,0.0,4.0,136.02,3.0,Mastercard,157.0,4657.46,Password,0.314,1.0,0.0
TXN_7134,USER_3374,119.44,ATM Withdrawal,2023-12-02 17:34:00,18698.54,Tablet,New York,Clothing,0.0,0.0,2.0,21.14,0.0,Discover,105.0,4487.33,OTP,0.6425,0.0,0.0
TXN_33704,USER_8445,18.41,POS,2023-11-28 19:21:00,48723.59,Tablet,Sydney,Electronics,0.0,0.0,2.0,51.4,3.0,Mastercard,82.0,1931.13,PIN,0.8117,0.0,0.0
TXN_29660,USER_5604,8.74,Bank Transfer,2023-05-06 05:38:00,1686.45,Laptop,New York,Electronics,0.0,0.0,10.0,375.95,1.0,Discover,13.0,3286.0,,0.6706,0.0,0.0
TXN_17893,USER_1941,513.78,POS,2023-01-14 21:25:00,63548.64,Laptop,Mumbai,Travel,0.0,0.0,6.0,327.31,0.0,Amex,201.0,2720.75,PIN,0.6938,0.0,0.0
TXN_22018,USER_1872,57.85,ATM Withdrawal,2023-11-27 15:04:00,28459.14,Laptop,New York,Electronics,0.0,0.0,13.0,71.66,4.0,Amex,81.0,3003.21,PIN,0.9129,0.0,1.0
TXN_13538,USER_9632,27.64,Online,2023-08-05 21:04:00,12521.24,Mobile,Tokyo,Restaurants,0.0,0.0,6.0,127.39,4.0,Discover,16.0,4150.25,OTP,0.76,0.0,1.0
TXN_43118,USER_6371,64.61,Bank Transfer,2023-06-22 22:04:00,94289.85,Mobile,New York,Clothing,0.0,0.0,11.0,332.4,3.0,Amex,139.0,366.13,OTP,0.6274,0.0,0.0
TXN_36420,USER_1509,106.84,POS,2023-01-09 03:23:00,55417.27,Laptop,Sydney,Groceries,0.0,0.0,13.0,277.96,0.0,Discover,65.0,17.13,Biometric,0.3657,0.0,0.0
TXN_9405,USER_8062,80.2,Online,2023-12-17 11:54:00,82626.55,Tablet,Sydney,Travel,0.0,0.0,5.0,151.98,0.0,Mastercard,159.0,178.6,PIN,0.0462,1.0,0.0
TXN_13413,USER_7132,11.91,ATM Withdrawal,2023-07-12 19:59:00,75447.75,Mobile,Mumbai,Travel,0.0,0.0,7.0,86.6,1.0,Visa,69.0,961.72,OTP,0.2151,0.0,0.0
